GRIN Accession	Protein	GRIN Link
PI567765B	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501103	
PI567765C	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501104	
PI567765D	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501105	
PI567766	40.6;43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462737	
PI567767A	43.2;46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501106	
PI567767B	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501107	
PI567767C	46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501108	
PI567767D	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501109	
PI567768	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462739	
PI567769	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462740	
PI567770A	43.5;43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501110	
PI567770B		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501111	
PI567770C	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501112	
PI567771A	48.3;49.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501113	
PI567771B	46.8;47.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501114	
PI567771C	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501115	
PI567771D	47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501116	
PI567771E	41.1;45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501117	
PI567772	46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462743	
PI567773	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462744	
PI567774A	46.4;47.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501118	
PI567774B	46.5;48.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501119	
PI567775A	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501120	
PI567775B	43.1;44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501121	
PI567776	50.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462747	
PI567777	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462748	
PI567778	44.4;46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462749	
PI567779A	42.9;45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501124	
PI567779B	43.0;43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501125	
PI567779C	44.9;45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501126	
PI567780A	43.7;44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501127	
PI567780B	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501128	
PI567781	43.2;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462752	
PI567782	40.2;40.9;41.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462753	
PI567783	40	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462754	
PI567784	39.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462755	
PI567785	42.5;45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462756	
PI567786	39.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462757	
PI567787	42.7;43.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462758	
PI567788	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462759	
PI567789	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462760	
PI567790	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462761	
PI567791	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462762	
PI567902	40.1;43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1462873	
PI568236	41.1;42.3;43.1;44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463207	
PI568238		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463209	
PI568239		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463210	
PI568240		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463211	
PI568243		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463214	
PI568245		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463216	
PI568254		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463225	
PI568260		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463231	
PI568261	47.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463232	
PI568262		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1463233	
PI570653		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1465624	
PI570668	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1465639	
PI572237		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467208	
PI572238	40.5;41.1;42.9;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467209	
PI572239	38.6;39.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467210	
PI572240	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467211	
PI572241	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467212	
PI572242	37.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467213	
PI572243	48.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467214	
PI572244	40.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467215	
PI572245	41.6;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467216	
PI572265A	48.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501264	
PI572265B	45.0;45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501261	
PI572265C	43.4;44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501263	
PI572265D	47.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501262	
PI572270		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467241	
PI572294		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467265	
PI572295		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467266	
PI572296	40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467267	
PI572297	40.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467268	
PI573008	40.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1467979	
PI573188		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1468159	
PI573285		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1468256	
PI573286		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1468257	
PI57334	41.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1111341	
PI574476A	44	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501251	
PI574476B	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501252	
PI574476C	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501253	
PI574477	43.5;44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469448	
PI574478A	44.9;45.2;45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501256	
PI574478B	48.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501255	
PI574478C	48.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501254	
PI574479A	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501257	
PI574479B	44.2;45.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501258	
PI574480A	47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501260	
PI574480B	41.2;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501259	
PI574481	46.5;48.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469452	
PI574482	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469453	
PI574483	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469454	
PI574484	43.2;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469455	
PI574485	40.9;43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469456	
PI574486	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469457	
PI574532	39.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469503	
PI574533	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469504	
PI574534	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469505	
PI574541		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1469512	
PI576145	37.7;41.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471116	
PI576146	40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471117	
PI576154	42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471125	
PI576160		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471131	
PI576161		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471132	
PI576162		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471133	
PI576166		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471137	
PI576440	40.7;40.7;46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471411	
PI576446	41.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471417	
PI576857	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1471828	
PI577798	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1472769	
PI578002		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1472973	
PI578003		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1472974	
PI578057	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473028	
PI578058	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473029	
PI578246		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473217	
PI578247		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473218	
PI578305A	45.7;51.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501394	
PI578305B	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501395	
PI578306A	42.9;43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501396	
PI578306B	47.4;48.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501397	
PI578307A	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501398	
PI578307B		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501399	
PI578307C	50.7;54.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501400	
PI578308A	47.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501401	
PI578308B	42.1;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501402	
PI578309	42.8;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473280	
PI578310	50	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473281	
PI578311A	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501403	
PI578311B	49.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501404	
PI578311C	44.5;46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501405	
PI578312	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473283	
PI578313A		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501406	
PI578313B	45.0;45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501407	
PI578314	46.2;46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473285	
PI578315A	44.3;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501408	
PI578315B	43.7;47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501409	
PI578316A		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501410	
PI578316B		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501411	
PI578316C	48.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501412	
PI578317	47.3;48.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473288	
PI578318A	44.5;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501413	
PI578318B		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501414	
PI578318D	47.2;52.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501416	
PI578318E	50.1;50.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501417	
PI578319A	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501418	
PI578319B		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501419	
PI578319C	48.8;50.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501420	
PI578319D		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501421	
PI578319E	46.6;49.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501422	
PI578319F	44.5;50.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501423	
PI578320	45.3;47.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473291	
PI578321	47.4;47.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473292	
PI578323A	43.1;44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501424	
PI578323B	43.6;46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501425	
PI578324A	47.7;47.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501426	
PI578324B	46.5;47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501427	
PI578324C	44.6;44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501428	
PI578324D	47.3;48.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501429	
PI578324E	48.0;48.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501430	
PI578324F	46.3;47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501431	
PI578324G	47.1;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501432	
PI578324H	45.0;47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501433	
PI578325	44.9;47.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473296	
PI578326	43.9;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473297	
PI578328A	42.4;43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501681	
PI578328B	40.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501682	
PI578328C	41.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501683	
PI578329A	41.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501684	
PI578329B	41.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501685	
PI578329C	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501686	
PI578330	42.4;42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473301	
PI578331	43.6;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473302	
PI578332A	45.6;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501687	
PI578332B	43.9;45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501688	
PI578332C	39.7;42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501689	
PI578333	41.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473304	
PI578334	40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473305	
PI578335A	42.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501690	
PI578335B	44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501691	
PI578336	47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473307	
PI578337	49	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473308	
PI578338A	46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529142	
PI578338B	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529116	
PI578339A	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529143	
PI578339B	41.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529117	
PI578340A	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529144	
PI578340B	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529118	
PI578341	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473312	
PI578342A	48.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529145	
PI578342B	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529119	
PI578343	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473314	
PI578344A	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529146	
PI578344B	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529120	
PI578345	42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473316	
PI578346A	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529147	
PI578346B	48.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529121	
PI578346C	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529122	
PI578350A	44	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529148	
PI578350B	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529123	
PI578351	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473322	
PI578352	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473323	
PI578353A	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529149	
PI578353B	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1529124	
PI578354	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473325	
PI578355	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473326	
PI578356	41.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473327	
PI578357	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473328	
PI578358	44.7;50.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473329	
PI578359	45.6;48.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473330	
PI578360	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473331	
PI578361		https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473332	
PI578362	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473333	
PI578363	48	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473334	
PI578364	46.1;46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473335	
PI578365	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473336	
PI578366	45.1;45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473337	
PI578367	43.8;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473338	
PI578368	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473339	
PI578369	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473340	
PI578370	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473341	
PI578371	42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473342	
PI578372	41.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473343	
PI578373	42.4;43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473344	
PI578374	48.6;52.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473345	
PI578375A	46.3;54.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501692	
PI578375B	50.2;51.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1501693	
PI578376	41.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473347	
PI578377	40.3;40.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473348	
PI578378	40.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473349	
PI578379	40.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1473350	
